1.2583870967741935, 5.524987354389624e-21
1.277741935483871, 4.533584531077768e-21
1.2980645161290323, 3.826679465409872e-21
1.3048387096774192, 3.6164478644543976e-21
1.3261290322580646, 3.140020730724682e-21
1.344516129032258, 2.6504089134892163e-21
1.3561290322580644, 2.301246760682719e-21
1.3648387096774193, 2.1748199734210614e-21
1.3735483870967742, 1.942421865872212e-21
1.3929032258064518, 1.6395472095739818e-21
1.411290322580645, 1.4235549412076926e-21
1.4335483870967742, 1.2015852851225441e-21
1.450967741935484, 1.0142265364188474e-21
1.465483870967742, 9.318052507348877e-22
1.481935483870968, 8.090501823802881e-22
1.4896774193548388, 7.433025867296322e-22
1.4993548387096773, 6.638743505522707e-22
1.510967741935484, 6.099244926651714e-22
1.5196774193548386, 5.603588788200519e-22
1.5283870967741935, 5.295736653552707e-22
1.5390322580645162, 4.865377746586316e-22
1.5496774193548388, 4.469992026717711e-22
1.5583870967741937, 4.1067373921663485e-22
1.57, 3.7730027050185164e-22
1.578709677419355, 3.466389021911049e-22
1.5874193548387099, 3.1846923500062724e-22
1.5970967741935485, 2.9258878043056337e-22
1.608709677419355, 2.688115052421808e-22
1.6164516129032256, 2.4696649421838004e-22
1.6270967741935483, 2.26896721595181e-22
1.636774193548387, 2.084579223330515e-22
