# Selection   : patch(inlet)
# Faces       : 376
# Area        : 3.835388e-01
# Time        	areaAverage(p)	areaAverage(U)
814           	6.060073e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
815           	6.061040e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
816           	6.065044e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
817           	6.065587e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
818           	6.066961e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
819           	6.068134e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
820           	6.069188e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
821           	6.069417e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
822           	6.070174e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
823           	6.070412e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
824           	6.071077e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
825           	6.071607e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
826           	6.073952e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
827           	6.074123e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
828           	6.074632e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
829           	6.075047e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
830           	6.076625e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
831           	6.076981e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
832           	6.077344e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
833           	6.077472e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
834           	6.077847e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
835           	6.078189e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
836           	6.078539e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
837           	6.078662e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
838           	6.079038e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
839           	6.079473e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
840           	6.079831e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
841           	6.080290e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
842           	6.082014e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
843           	6.082152e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
844           	6.082427e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
845           	6.082530e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
846           	6.082857e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
847           	6.083597e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
848           	6.083942e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
849           	6.084734e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
850           	6.085127e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
851           	6.086160e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
852           	6.089456e-05	(0.000000e+00 0.000000e+00 -5.706577e-03)
