# Selection   : patch(inlet)
# Faces       : 376
# Area        : 3.835388e-01
# Time        	areaAverage(p)	areaAverage(U)
304           	6.941434e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
305           	6.940142e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
306           	6.929792e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
307           	6.919738e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
308           	6.917925e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
309           	6.916695e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
310           	6.907788e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
311           	6.894221e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
312           	6.893125e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
313           	6.892422e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
314           	6.889681e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
315           	6.888860e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
316           	6.888328e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
317           	6.887783e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
318           	6.887173e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
319           	6.886731e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
320           	6.886162e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
321           	6.885410e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
322           	6.884520e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
323           	6.883625e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
324           	6.873460e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
325           	6.872830e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
326           	6.872351e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
327           	6.871930e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
328           	6.871525e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
329           	6.871105e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
330           	6.870620e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
331           	6.870056e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
332           	6.869378e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
333           	6.868577e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
334           	6.867049e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
335           	6.865372e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
336           	6.863545e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
337           	6.860506e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
338           	6.852068e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
339           	6.849002e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
340           	6.845521e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
341           	6.842622e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
342           	6.839375e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
343           	6.835531e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
344           	6.830829e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
345           	6.825057e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
346           	6.818233e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
347           	6.810800e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
348           	6.803694e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
349           	6.797754e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
350           	6.792880e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
351           	6.788657e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
352           	6.784715e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
353           	6.780833e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
354           	6.776909e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
355           	6.772986e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
356           	6.769231e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
357           	6.765693e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
358           	6.762186e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
359           	6.758646e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
360           	6.755198e+00	(0.000000e+00 0.000000e+00 -2.027337e+00)
