-2.684029654543082,0.72,0.09,0.94
-2.6216020990518625,0.88,0.12,0.55
-2.562249437179612,0.46,0.14,0.62
-2.447331783887807,0.77,0.08,1.01
-2.417936637088291,0.54,0.18,1.1
-2.3685562309868278,0.68,0.19,0.68
-2.2781893847874533,0.9,0.16,0.82
-2.2284125191187445,0.36,0.15,1.04
-2.1681302257194983,0.83,0.11,0.97
-2.0629838925351858,0.49,0.04,0.83
-1.9829666607012197,0.42,0.06,0.53
-1.958607314841775,0.35,0.17,0.9
-1.8827287043442358,0.95,0.08,0.62
-1.826813731587726,0.6,0.03,0.78
